	model	error_type	micro-precision	micro-recall	micro-f1	macro-precision	macro-recall	macro-f1	accuracy
0	../Syntropy_Result_Finals/Models/Model_Trained_Go_Emotion	Sentence	0.32598425196850395	0.32598425196850395	0.32598425196850395	0.33856077169226334	0.270073038769346	0.2597701404688555	0.32598425196850395
1	../Syntropy_Result_Finals/Models/Model_Trained_Go_Emotion	Word	0.31504702194357365	0.31504702194357365	0.31504702194357365	0.3582020197346389	0.2629278083894498	0.2608201935410098	0.31504702194357365
